"ofr_divineplan","ofr_lessable","sr_tryhard","sr_generations","sr_crspeed","sr_realchange","sr_welfare","sr_deserveless","sr_complaint","sr_workway","indiv_hwSuccess","indiv_failsame","indiv_willwork","egal_ensureEO","egal_probnoequal","egal_lessproblem","aff_act","govt_aid_comb","govt_eqlopp_jobs","ideo7_sc","pid7_sc","ft_reps","ft_dems","educ4","int_polknow","age","fem"
1,1,5,5,5,5,4,5,5,5,4,5,5,2,4,4,5,6,5,0.833333333333333,0.833333333333333,100,15,1,3,50,1
2,5,2,2,NA,5,4,NA,3,4,2,4,4,2,2,2,5,NA,4,0.5,0.5,50,50,1,2,44,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,NA,4,NA,0.666666666666667,50,50,2,2,29,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,5,0.833333333333333,0.833333333333333,70,50,3,5,48,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,5,0.833333333333333,0.666666666666667,85,40,2,5,54,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,3,2,0.5,0,0,100,2,3,90,1
1,4,4,2,3,5,5,3,4,3,5,2,4,1,5,5,5,NA,3,0.833333333333333,1,100,50,1,2,30,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,3,1,0.166666666666667,0,30,85,3,5,65,0
1,1,3,2,5,3,3,4,4,5,3,4,3,3,4,5,5,7,2,0.5,0.5,50,50,3,5,38,0
5,1,5,5,5,3,5,5,4,5,2,3,4,3,4,3,5,6,4,0.5,0.166666666666667,50,50,1,3,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,6,4,NA,0.166666666666667,60,60,1,4,38,0
1,2,5,5,3,5,4,4,3,5,4,4,5,1,2,4,5,4,5,0.833333333333333,0.666666666666667,60,50,3,4,42,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,84,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,4,4,0.666666666666667,0.5,50,50,1,3,49,0
1,1,1,1,3,1,2,2,2,2,2,2,3,4,3,5,2,5,4,0.166666666666667,0.166666666666667,40,60,2,4,21,0
1,2,1,5,5,3,1,5,5,5,1,1,5,1,1,1,NA,NA,NA,NA,0.5,50,50,1,1,30,1
1,1,4,3,3,5,4,2,3,5,5,1,5,1,1,1,NA,4,3,NA,NA,50,50,1,2,45,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,4,5,0.833333333333333,0.166666666666667,50,50,2,3,44,0
5,4,5,2,3,3,4,1,2,1,1,2,4,1,1,1,NA,NA,4,NA,0,15,100,0,2,81,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,5,0.666666666666667,0.5,50,50,1,3,42,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,6,5,0.833333333333333,0.666666666666667,50,20,2,5,53,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,7,4,0.5,0,60,85,0,4,55,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,0.5,0.5,NA,NA,1,2,32,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,5,0.5,NA,50,50,1,2,23,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,5,0.5,0.333333333333333,40,40,1,2,48,1
4,2,4,4,3,3,5,5,3,4,2,4,4,2,3,2,5,7,4,0.5,0.166666666666667,40,50,1,2,33,1
2,4,4,2,3,5,4,4,4,4,2,3,2,3,4,3,4,4,3,NA,0.166666666666667,50,50,0,2,38,1
2,2,4,4,3,5,4,4,2,4,2,4,2,1,1,2,4,3,4,NA,0,40,60,0,2,64,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,7,5,0.833333333333333,0.333333333333333,50,50,1,3,33,1
2,1,1,2,3,3,2,3,4,2,2,1,4,1,2,3,4,3,4,0.166666666666667,0,30,85,1,3,36,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,6,4,0.5,0.666666666666667,50,50,2,3,33,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,7,4,0.5,0.333333333333333,60,60,0,2,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,6,4,NA,0.5,100,100,0,1,23,1
4,5,4,5,5,1,3,4,4,5,3,4,4,1,3,3,NA,NA,4,0.5,0,40,90,1,3,39,1
3,2,2,2,5,5,3,4,4,2,2,2,2,1,4,4,1,5,3,0.5,0.166666666666667,0,85,2,2,40,1
1,1,4,4,5,5,4,4,2,4,5,4,4,1,4,2,4,NA,3,0.833333333333333,0.833333333333333,50,50,1,5,74,1
1,1,5,1,1,1,5,5,5,5,5,5,5,1,2,1,5,4,5,0.5,1,85,30,1,4,23,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,3,4,0.5,1,60,40,3,3,49,1
1,1,3,5,3,5,4,3,3,5,2,3,4,1,4,1,5,4,2,NA,0.833333333333333,70,70,1,3,31,1
5,1,NA,NA,3,5,3,4,NA,4,3,3,4,1,5,3,5,4,4,0.666666666666667,0.833333333333333,60,40,2,4,40,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,1,4,0.666666666666667,1,85,30,1,3,27,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,4,NA,0.166666666666667,50,50,1,2,26,1
3,4,4,3,3,3,4,3,3,2,2,1,4,1,2,2,4,NA,3,NA,1,85,70,1,3,49,0
5,2,4,2,3,5,4,4,2,5,2,2,5,1,1,2,4,5,5,NA,0.166666666666667,60,85,0,4,83,1
1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,4,1,0.5,0.5,60,70,2,4,34,0
1,1,2,3,3,5,4,4,4,3,2,4,2,1,1,1,2,4,3,NA,0.5,50,50,1,3,34,0
4,1,4,1,5,5,5,5,5,5,5,2,4,2,5,3,5,7,5,0.833333333333333,1,70,15,1,4,29,0
4,4,3,2,5,5,5,4,4,4,4,4,4,2,2,2,5,5,5,0.833333333333333,0,60,100,0,2,85,1
5,3,4,3,3,5,4,3,4,4,3,2,2,4,4,4,5,4,4,0.833333333333333,0.833333333333333,70,40,0,2,72,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,5,4,0.666666666666667,0.166666666666667,70,85,2,2,73,1
1,1,2,1,1,3,2,1,2,1,4,2,4,1,3,3,4,2,1,0.166666666666667,0,30,70,3,4,29,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,5,3,0.833333333333333,0.166666666666667,NA,NA,0,1,81,1
2,4,5,2,5,5,5,4,4,5,4,4,4,1,4,2,5,7,5,0.833333333333333,0.166666666666667,70,52,0,3,56,0
2,2,4,2,3,3,3,4,2,3,2,5,4,1,5,2,2,6,4,0.666666666666667,0.833333333333333,85,70,2,3,47,0
3,1,NA,4,3,NA,3,NA,3,5,5,1,5,1,4,2,NA,NA,3,NA,0.5,NA,NA,1,2,47,1
4,2,3,4,5,1,2,NA,4,4,4,4,4,1,4,4,5,7,5,0.833333333333333,0.833333333333333,70,0,3,5,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,5,4,0.5,1,85,60,0,4,18,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,6,2,NA,0,NA,NA,0,2,85,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,4,0.5,0.833333333333333,50,30,2,2,19,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,5,4,0.333333333333333,0.666666666666667,70,40,3,4,75,1
NA,2,2,2,3,NA,3,3,3,4,5,1,4,1,4,4,2,1,3,NA,0,50,100,0,2,65,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,2,0.833333333333333,0.666666666666667,85,40,2,4,24,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,4,2,0.833333333333333,1,85,60,2,4,22,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,4,1,0.666666666666667,85,85,1,2,50,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,6,5,0.833333333333333,1,70,15,2,4,30,0
1,1,2,2,1,3,2,2,2,2,4,4,2,1,1,2,4,3,2,0.333333333333333,0.333333333333333,40,60,3,4,34,1
1,3,2,1,3,1,2,4,1,4,1,2,5,1,3,1,5,5,5,0.666666666666667,0.666666666666667,70,70,3,3,31,0
3,1,4,4,1,3,5,4,3,2,3,2,4,1,2,3,5,5,4,0.5,0.666666666666667,60,50,2,3,20,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,7,3,0.5,1,85,60,1,3,74,1
5,4,4,2,5,3,4,4,3,4,4,2,4,2,2,4,2,6,NA,0.833333333333333,0.833333333333333,NA,NA,0,2,65,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,5,2,NA,0.666666666666667,50,40,3,4,28,1
1,2,4,2,5,3,2,4,4,4,1,4,5,2,1,2,2,6,5,NA,0.5,70,40,1,1,33,1
1,1,1,1,3,5,5,2,2,3,2,1,2,5,1,5,2,3,3,0.333333333333333,0.833333333333333,60,70,2,3,39,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,5,4,0.666666666666667,0.833333333333333,70,50,2,4,28,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,4,3,0.166666666666667,0.333333333333333,15,30,3,4,26,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,7,5,NA,0.166666666666667,50,85,0,2,86,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,6,5,0.5,0.333333333333333,50,70,3,4,39,1
2,1,4,4,3,3,3,4,4,4,2,4,4,1,4,3,5,5,5,0.833333333333333,1,60,40,1,3,38,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,5,0.166666666666667,0,30,85,3,5,33,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6,4,0.833333333333333,0,0,85,0,3,76,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,6,4,NA,0.166666666666667,85,70,NA,2,33,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,4,5,0.666666666666667,0.833333333333333,85,30,3,4,41,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,5,2,0.333333333333333,0.666666666666667,70,70,3,4,62,1
1,1,4,2,3,1,4,4,4,5,5,5,5,5,5,5,5,7,5,1,1,70,40,1,3,54,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,6,3,0.833333333333333,1,70,0,3,4,40,0
1,1,5,5,1,3,5,4,5,5,3,2,4,1,4,2,5,5,4,0.666666666666667,0,50,85,0,5,39,1
1,1,3,2,3,3,2,4,5,4,4,5,4,1,4,2,5,NA,4,0.666666666666667,0.666666666666667,50,50,3,4,37,0
1,1,5,1,5,5,5,5,5,5,5,5,5,1,5,3,5,6,4,0.5,0.666666666666667,50,50,1,2,29,0
2,2,3,1,3,3,2,3,4,2,4,4,4,1,2,3,4,3,4,0.5,0,70,60,2,4,60,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,4,0.833333333333333,0.5,60,60,1,3,22,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,5,4,0.5,0,50,85,2,4,30,1
1,1,2,1,1,3,2,3,2,2,4,4,4,1,2,2,2,3,2,0.166666666666667,0,15,70,3,5,38,1
3,3,2,2,3,3,2,2,2,5,4,2,5,3,4,4,4,5,4,0.666666666666667,1,50,50,2,4,76,1
4,3,3,4,3,5,3,4,3,3,2,2,4,2,2,3,2,NA,4,0.5,0.166666666666667,40,60,1,3,74,0
1,1,1,1,1,5,4,3,3,4,3,2,4,4,3,3,4,6,3,0.666666666666667,0.333333333333333,70,70,3,3,29,0
1,1,4,2,3,3,4,4,3,4,4,5,4,2,2,1,5,4,4,0.666666666666667,0.833333333333333,60,30,3,4,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,4,4,0.833333333333333,0.833333333333333,60,50,3,4,60,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,4,1,0.666666666666667,0.833333333333333,60,50,2,1,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,7,4,1,1,100,15,1,3,57,1
1,2,4,2,5,3,4,4,3,5,2,4,4,4,3,4,5,4,2,0.666666666666667,0.166666666666667,60,70,2,4,75,0
5,3,5,4,1,5,5,3,2,4,4,1,5,3,3,2,2,3,5,0.5,0.833333333333333,50,50,1,3,18,0
1,NA,3,4,5,5,4,5,5,5,4,4,4,1,3,5,5,3,4,0.833333333333333,0.833333333333333,75,50,1,2,54,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,4,5,NA,0.166666666666667,40,85,1,1,49,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,2,NA,0.5,NA,NA,1,3,24,1
1,1,5,4,3,5,3,4,3,5,1,1,4,1,1,1,5,7,5,NA,NA,NA,NA,1,1,33,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,4,3,NA,0,15,85,1,3,62,0
4,3,4,2,3,5,4,4,NA,2,4,2,5,2,3,3,2,6,5,0.666666666666667,0.833333333333333,70,NA,2,3,68,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,4,0.333333333333333,0,30,70,1,4,49,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,5,0.5,0.166666666666667,50,70,2,2,21,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,5,4,0.833333333333333,1,60,40,1,3,66,1
5,4,2,5,5,3,5,5,5,5,2,4,5,1,4,1,5,5,5,0.666666666666667,1,100,60,2,3,67,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,3,2,0.5,0.666666666666667,70,60,3,3,29,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,6,4,0.5,1,85,30,3,4,57,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,NA,4,2,0.5,0.166666666666667,60,85,1,2,41,1
1,1,5,3,5,3,5,3,2,5,2,2,4,1,1,2,2,6,3,0.5,0.166666666666667,40,60,1,1,30,1
3,1,4,3,5,1,4,2,2,3,4,2,4,1,1,2,5,NA,1,NA,1,100,0,1,4,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,7,5,1,0.166666666666667,NA,90,NA,4,70,0
4,NA,4,3,5,5,5,5,5,5,4,5,5,2,4,3,5,7,5,NA,0.5,85,70,NA,4,79,1
1,1,5,5,3,3,5,4,4,5,4,4,5,1,2,4,5,5,1,0.5,0.5,50,50,2,3,27,1
1,1,2,2,3,3,4,2,3,2,4,2,4,1,3,4,2,5,4,0.166666666666667,0.333333333333333,15,70,1,2,41,1
1,1,2,1,3,3,3,3,4,2,5,4,4,2,2,1,2,3,4,0.333333333333333,0.166666666666667,60,70,3,4,38,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,NA,4,5,0.5,0.5,70,70,1,2,71,1
1,1,4,2,3,5,5,4,4,4,5,4,5,4,4,3,5,5,5,0.833333333333333,1,85,15,3,4,35,1
1,2,3,2,3,5,4,3,3,5,4,2,5,2,2,2,5,4,4,0.5,0,70,85,2,4,35,1
1,1,2,1,3,3,2,3,3,2,4,3,4,1,4,4,2,4,4,0.5,0.666666666666667,70,40,3,5,39,1
4,4,3,3,5,3,4,3,3,4,4,3,3,1,4,4,5,7,5,0.5,1,100,15,2,4,49,1
1,3,3,3,NA,NA,3,3,3,3,3,3,3,1,5,1,NA,1,1,NA,0.5,NA,NA,1,1,25,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,3,1,0.666666666666667,1,85,40,2,4,24,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,5,0.5,0.666666666666667,70,60,1,4,29,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,NA,7,3,NA,0,60,100,0,3,66,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,6,3,NA,0.333333333333333,40,70,1,4,65,1
2,4,4,2,3,5,4,4,4,4,4,4,4,2,4,4,5,5,5,0.833333333333333,0.833333333333333,85,15,3,4,55,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,6,4,NA,0.166666666666667,NA,85,1,2,46,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,4,3,0.666666666666667,0.333333333333333,70,70,1,3,68,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,7,5,NA,0.5,50,50,0,2,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,3,NA,0.166666666666667,0.333333333333333,40,100,1,3,67,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,3,2,0.333333333333333,0.333333333333333,15,70,3,5,43,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,4,0.333333333333333,0.666666666666667,60,60,3,5,39,1
1,2,4,1,3,3,2,4,2,3,5,3,4,1,2,2,5,4,5,0.5,0.666666666666667,70,NA,3,3,33,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,4,4,0.666666666666667,0.833333333333333,70,70,0,1,21,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,4,4,NA,0.5,50,60,0,3,44,1
3,2,4,2,3,3,4,3,2,5,2,4,4,1,4,4,5,4,2,0.5,0.833333333333333,85,85,2,3,29,1
1,1,2,1,1,1,4,5,1,4,2,4,2,1,2,2,5,4,4,0.333333333333333,0.333333333333333,40,70,3,4,51,1
3,3,3,4,3,3,4,3,3,5,4,3,5,2,3,2,4,4,4,NA,0.166666666666667,60,60,1,2,24,1
5,2,5,5,5,5,5,5,5,5,2,5,5,1,1,1,5,5,4,0.333333333333333,0.166666666666667,50,60,1,4,49,0
5,2,4,4,3,NA,2,4,3,5,5,2,5,1,2,1,5,1,2,0.5,1,100,15,0,2,62,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,6,5,0.833333333333333,0.833333333333333,40,60,0,1,20,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,5,4,NA,0.166666666666667,40,85,0,1,65,1
3,3,4,1,1,3,5,2,3,5,1,4,5,5,5,1,1,5,5,0.666666666666667,0.5,60,100,1,2,24,1
3,1,5,4,3,5,4,3,3,5,5,4,5,1,3,3,4,5,5,0.833333333333333,0.666666666666667,85,40,2,5,53,0
1,1,3,2,3,3,4,4,3,3,5,4,5,3,3,3,5,4,5,0.833333333333333,0.833333333333333,70,40,3,4,38,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,2,2,NA,0.666666666666667,50,50,0,1,20,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,5,4,0.333333333333333,0,60,100,3,4,24,0
1,1,1,2,1,1,3,2,2,2,2,4,4,1,2,2,NA,3,4,0.5,0,50,85,3,5,35,1
3,1,3,2,3,5,2,5,5,5,5,4,5,1,4,2,5,NA,1,0.833333333333333,1,100,15,1,1,47,1
3,1,4,2,3,5,4,5,3,2,2,5,5,2,2,1,5,4,2,0.666666666666667,0.833333333333333,60,60,3,4,30,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,5,4,0.666666666666667,0.833333333333333,70,70,2,4,82,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,5,2,NA,0.5,70,85,0,3,75,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,5,4,0.666666666666667,1,85,60,3,3,29,0
1,2,4,2,3,3,4,3,4,3,4,2,2,1,3,4,2,4,4,0.5,0.166666666666667,40,80,2,3,33,0
2,2,4,2,5,5,4,3,3,5,2,4,4,1,2,3,4,4,2,0.833333333333333,0.666666666666667,70,85,1,3,61,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,7,5,0.166666666666667,0.5,60,60,1,2,47,1
1,1,2,3,3,3,2,4,3,4,4,3,4,1,1,1,4,5,2,0.5,0.166666666666667,60,60,3,5,30,1
5,2,2,4,5,5,2,5,5,4,4,2,4,1,4,4,5,4,4,0.833333333333333,0.666666666666667,60,40,2,3,82,1
5,2,4,4,3,3,4,5,3,4,3,2,5,1,3,2,5,3,4,0.5,0,30,85,1,4,22,0
4,1,2,1,3,3,2,NA,3,2,2,1,5,1,1,2,2,4,4,NA,0.166666666666667,40,60,3,2,49,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,4,2,0.166666666666667,0.833333333333333,60,40,1,3,37,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,3,0.833333333333333,0,60,70,0,2,65,1
3,3,4,3,3,3,4,4,3,4,2,3,4,3,2,3,5,6,3,0.833333333333333,1,85,50,2,3,24,1
2,2,4,2,3,1,4,3,3,3,2,4,4,2,4,3,5,3,4,NA,0.333333333333333,50,50,1,3,26,0
1,1,2,1,1,1,2,4,2,2,2,4,2,1,2,1,1,2,1,0.166666666666667,0,15,70,3,5,55,0
1,1,5,5,5,5,2,5,5,4,5,5,5,4,4,5,5,5,5,0.5,0.5,40,40,2,3,43,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,4,5,0.5,0.666666666666667,85,60,1,4,34,0
5,2,2,3,3,3,4,3,3,3,2,3,4,3,4,3,2,5,4,0.5,0.5,50,50,1,3,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,1,0.666666666666667,0.333333333333333,40,60,2,3,32,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,5,3,0.5,0.833333333333333,70,50,1,3,39,1
5,5,5,1,3,5,5,4,4,5,5,3,5,1,1,1,NA,NA,NA,NA,0.666666666666667,85,70,1,3,78,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,NA,4,2,0.666666666666667,0.833333333333333,85,40,2,5,59,1
1,5,4,2,5,3,5,4,2,5,1,4,5,1,2,4,5,7,1,0.5,0.5,60,60,2,3,65,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,1,NA,1,50,100,0,1,64,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,NA,6,5,0.666666666666667,0.666666666666667,40,40,3,4,34,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,4,4,0.5,0.666666666666667,70,70,NA,3,63,1
1,1,5,5,3,5,1,5,3,5,5,5,5,1,5,5,5,7,5,NA,1,100,50,0,3,61,1
1,1,4,4,3,3,4,4,4,4,5,4,5,1,3,1,4,5,4,0.833333333333333,0,0,100,1,3,54,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,7,4,0.333333333333333,0.5,85,40,3,3,39,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,4,NA,0.833333333333333,85,40,2,1,21,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,6,4,0.5,0.166666666666667,40,40,2,2,34,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,4,0.333333333333333,0.166666666666667,70,100,1,2,23,1
1,3,5,5,5,5,1,5,5,5,2,5,4,2,1,5,5,7,5,0.833333333333333,0.666666666666667,85,15,1,5,36,0
5,1,5,4,3,3,4,2,2,4,2,1,2,1,1,1,5,NA,2,NA,0.666666666666667,85,15,1,1,28,1
3,4,4,2,5,3,5,4,3,5,2,1,5,1,1,1,5,5,5,NA,0.333333333333333,70,70,1,3,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,4,4,0.833333333333333,1,60,40,2,3,80,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,4,5,0.5,0.5,60,60,2,3,37,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,NA,4,4,0.833333333333333,0,60,85,0,2,70,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,4,NA,0.833333333333333,70,85,0,4,75,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,5,NA,0,50,100,1,1,45,1
4,3,4,1,5,5,5,4,2,5,4,4,5,1,1,4,4,3,4,0.5,0,70,70,1,1,64,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,3,1,0.333333333333333,0,40,70,3,5,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,7,5,NA,0.166666666666667,50,50,1,2,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,0,1,63,1
